FILE NAME,REQUIRED BINS,EXTRA BINS,TIME TAKEN(ms)
N1C3W2_C.BPP,31,9,0.0
N1C3W2_D.BPP,27,7,0.0
N1C3W2_E.BPP,28,7,1.003265380859375
N1C3W2_F.BPP,29,6,0.0
N1C3W2_G.BPP,30,7,0.9758472442626953
N1C3W2_H.BPP,30,7,0.0
N1C3W2_I.BPP,24,5,0.0
N1C3W2_J.BPP,29,7,0.0
N1C3W2_K.BPP,28,7,0.0
N1C3W2_L.BPP,27,6,0.0
N1C3W2_M.BPP,29,8,0.9980201721191406
N1C3W2_N.BPP,29,7,0.9963512420654297
N1C3W2_O.BPP,26,5,0.0
N1C3W2_P.BPP,23,5,0.0
N1C3W2_Q.BPP,25,6,0.0
N1C3W2_R.BPP,24,5,0.0
N1C3W2_S.BPP,29,8,1.0113716125488281
N1C3W2_T.BPP,30,8,0.0
N1C3W4_A.BPP,28,7,0.0
N1C3W4_B.BPP,29,7,0.0
N1C3W4_C.BPP,34,10,0.0
N1C3W4_D.BPP,29,8,0.0
N1C3W4_E.BPP,30,7,0.0
N1C3W4_F.BPP,29,8,0.0
N1C3W4_G.BPP,32,9,0.0
N1C3W4_H.BPP,31,8,0.0
N1C3W4_I.BPP,29,6,0.0
N1C3W4_J.BPP,30,8,0.9968280792236328
N1C3W4_K.BPP,31,7,0.0
N1C3W4_L.BPP,25,5,0.9996891021728516
N1C3W4_M.BPP,26,5,0.9939670562744141
N1C3W4_N.BPP,28,7,0.0
N1C3W4_O.BPP,29,7,0.0
N1C3W4_P.BPP,33,8,0.0
N1C3W4_Q.BPP,34,9,0.0
N1C3W4_R.BPP,29,7,0.0
N1C3W4_S.BPP,29,7,0.9915828704833984
N1C3W4_T.BPP,34,10,0.0
N2C1W1_A.BPP,60,12,0.0
N2C1W1_B.BPP,58,9,0.0
N2C1W1_C.BPP,58,12,1.9960403442382812
N2C1W1_D.BPP,61,11,0.0
N2C1W1_E.BPP,67,9,0.0
N2C1W1_F.BPP,60,10,0.0
N2C1W1_G.BPP,71,11,0.9977817535400391
N2C1W1_H.BPP,65,13,0.0
N2C1W1_I.BPP,73,11,0.0
N2C1W1_J.BPP,70,11,0.0
N2C1W1_K.BPP,67,12,0.0
N2C1W1_L.BPP,65,10,0.9975433349609375
N2C1W1_M.BPP,59,13,0.0
N2C1W1_N.BPP,60,12,0.0
N2C1W1_O.BPP,59,11,0.0
N2C1W1_P.BPP,65,11,0.0
N2C1W1_Q.BPP,58,12,0.0
N2C1W1_R.BPP,68,12,0.0
N2C1W1_S.BPP,55,10,0.9970664978027344
N2C1W1_T.BPP,64,12,0.9973049163818359
N2C1W2_A.BPP,75,11,0.0
N2C1W2_B.BPP,72,11,0.0
N2C1W2_C.BPP,78,10,0.0
N2C1W2_D.BPP,83,9,0.0
N2C1W2_E.BPP,77,12,0.0
N2C1W2_F.BPP,75,10,0.9973049163818359
N2C1W2_G.BPP,81,8,0.0
N2C1W2_H.BPP,80,10,0.9975433349609375
N2C1W2_I.BPP,78,11,0.9975433349609375
N2C1W2_J.BPP,78,11,0.9965896606445312
N2C1W2_K.BPP,81,9,0.0
N2C1W2_L.BPP,75,13,0.0
N2C1W2_M.BPP,77,12,1.033782958984375
N2C1W2_N.BPP,75,11,0.9932518005371094
N2C1W2_O.BPP,74,10,2.9587745666503906
N2C1W2_P.BPP,79,11,0.0
N2C1W2_Q.BPP,77,12,0.0
N2C1W2_R.BPP,78,11,0.0
N2C1W2_S.BPP,78,12,0.9965896606445312
N2C1W2_T.BPP,77,11,0.9977817535400391
N2C1W4_A.BPP,83,10,0.0
N2C1W4_B.BPP,81,10,0.0
N2C1W4_C.BPP,86,9,0.0
N2C1W4_D.BPP,89,7,0.0
N2C1W4_E.BPP,82,9,0.0
N2C1W4_F.BPP,86,9,0.0
N2C1W4_G.BPP,83,12,0.0
N2C1W4_H.BPP,84,9,0.0
N2C1W4_I.BPP,83,10,0.0
N2C1W4_J.BPP,84,10,0.0
N2C1W4_K.BPP,82,12,0.0
N2C1W4_L.BPP,84,9,0.0
N2C1W4_M.BPP,81,9,0.0
N2C1W4_N.BPP,82,11,0.0
N2C1W4_O.BPP,88,8,0.0
N2C1W4_P.BPP,79,12,0.0
N2C1W4_Q.BPP,84,9,1.7387866973876953
N2C1W4_R.BPP,81,11,1.0285377502441406
N2C1W4_S.BPP,87,7,0.0
N2C1W4_T.BPP,82,12,2.0143985748291016
N2C2W1_A.BPP,53,11,0.0
N2C2W1_B.BPP,62,12,0.0
N2C2W1_C.BPP,54,14,0.0
N2C2W1_D.BPP,55,13,0.9975433349609375
N2C2W1_E.BPP,53,13,0.0
N2C2W1_F.BPP,63,14,0.0
N2C2W1_G.BPP,56,11,0.0
N2C2W1_H.BPP,58,12,0.0
N2C2W1_I.BPP,59,14,0.0
N2C2W1_J.BPP,57,15,0.0
N2C2W1_K.BPP,53,12,0.0
N2C2W1_L.BPP,61,12,0.0
N2C2W1_M.BPP,59,15,1.0106563568115234
N2C2W1_N.BPP,57,14,0.0
N2C2W1_O.BPP,63,13,0.0
N2C2W1_P.BPP,59,13,0.0
N2C2W1_Q.BPP,63,14,0.0
N2C2W1_R.BPP,54,13,0.9977817535400391
N2C2W1_S.BPP,59,16,0.0
N2C2W1_T.BPP,50,11,0.9901523590087891
N2C2W2_A.BPP,65,13,0.0
N2C2W2_B.BPP,70,14,0.9913444519042969
N2C2W2_C.BPP,69,16,0.0
N2C2W2_D.BPP,66,15,2.01416015625
N2C2W2_E.BPP,67,13,0.9782314300537109
N2C2W2_F.BPP,62,14,0.0
N2C2W2_G.BPP,68,15,0.0
N2C2W2_H.BPP,69,16,0.0
N2C2W2_I.BPP,65,16,0.0
N2C2W2_J.BPP,71,15,0.0
N2C2W2_K.BPP,65,15,0.9965896606445312
N2C2W2_L.BPP,66,14,0.0
N2C2W2_M.BPP,65,11,0.0
N2C2W2_N.BPP,67,16,0.0
N2C2W2_O.BPP,65,15,0.0
N2C2W2_P.BPP,65,15,0.0
N2C2W2_Q.BPP,68,14,0.9968280792236328
N2C2W2_R.BPP,66,15,0.9977817535400391
N2C2W2_S.BPP,73,15,1.0061264038085938
N2C2W2_T.BPP,70,14,0.0
N2C2W4_A.BPP,71,14,0.9965896606445312
N2C2W4_B.BPP,74,14,0.0
N2C2W4_C.BPP,79,14,0.0
N2C2W4_D.BPP,74,13,0.0
N2C2W4_E.BPP,75,15,0.0
N2C2W4_F.BPP,73,16,0.0
N2C2W4_G.BPP,77,16,0.9901523590087891
N2C2W4_H.BPP,76,15,2.0148754119873047
N2C2W4_I.BPP,73,15,0.0
N2C2W4_J.BPP,75,15,0.9753704071044922
N2C2W4_K.BPP,75,16,0.9963512420654297
N2C2W4_L.BPP,73,16,1.0259151458740234
N2C2W4_M.BPP,75,15,0.9684562683105469
N2C2W4_N.BPP,77,14,0.0
N2C2W4_O.BPP,76,14,0.0
N2C2W4_P.BPP,75,15,0.0
N2C2W4_Q.BPP,77,15,0.0
N2C2W4_R.BPP,71,15,0.0
N2C2W4_S.BPP,72,17,0.0
N2C2W4_T.BPP,71,14,0.0
N2C3W1_A.BPP,49,14,0.0
N2C3W1_B.BPP,49,14,0.0
N2C3W1_C.BPP,47,12,0.0
N2C3W1_D.BPP,51,14,0.0
N2C3W1_E.BPP,47,13,0.0
N2C3W1_F.BPP,47,12,0.0
N2C3W1_G.BPP,44,11,0.0
N2C3W1_H.BPP,49,14,0.9846687316894531
N2C3W1_I.BPP,46,12,1.0170936584472656
N2C3W1_J.BPP,46,13,0.0
N2C3W1_K.BPP,50,14,0.0
N2C3W1_L.BPP,47,12,0.0
N2C3W1_M.BPP,40,9,1.9931793212890625
N2C3W1_N.BPP,45,13,0.0
N2C3W1_O.BPP,46,11,0.0
N2C3W1_P.BPP,47,12,0.0
N2C3W1_Q.BPP,45,11,0.9963512420654297
N2C3W1_R.BPP,45,12,0.9973049163818359
N2C3W1_S.BPP,46,10,0.0
N2C3W1_T.BPP,48,13,0.0
N2C3W2_A.BPP,55,14,0.0
N2C3W2_B.BPP,60,17,0.9984970092773438
N2C3W2_C.BPP,56,15,0.0
N2C3W2_D.BPP,54,13,0.0
N2C3W2_E.BPP,52,13,0.0
N2C3W2_F.BPP,49,10,0.0
N2C3W2_G.BPP,55,14,0.0
N2C3W2_H.BPP,50,12,0.0
N2C3W2_I.BPP,61,17,0.9970664978027344
N2C3W2_J.BPP,61,18,0.0
N2C3W2_K.BPP,58,16,0.0
N2C3W2_L.BPP,57,16,0.0
N2C3W2_M.BPP,61,18,0.9977817535400391
N2C3W2_N.BPP,58,17,0.9980201721191406
N2C3W2_O.BPP,63,18,2.02178955078125
N2C3W2_P.BPP,55,14,0.9706020355224609
N2C3W2_Q.BPP,53,12,0.995635986328125
N2C3W2_R.BPP,56,16,0.0
N2C3W2_S.BPP,62,19,0.0
N2C3W2_T.BPP,59,16,1.0151863098144531
N2C3W4_A.BPP,60,17,0.0
N2C3W4_B.BPP,63,18,0.0
N2C3W4_C.BPP,57,15,0.9655952453613281
N2C3W4_D.BPP,59,15,0.0
N2C3W4_E.BPP,66,19,0.0
N2C3W4_F.BPP,62,17,0.0
N2C3W4_G.BPP,59,15,0.0
N2C3W4_H.BPP,57,13,0.0
N2C3W4_I.BPP,62,18,0.9772777557373047
N2C3W4_J.BPP,56,13,0.0
N2C3W4_K.BPP,66,19,0.0
N2C3W4_L.BPP,62,17,0.0
N2C3W4_M.BPP,62,18,0.0
N2C3W4_N.BPP,64,19,0.0
N2C3W4_O.BPP,61,16,0.965118408203125
N2C3W4_P.BPP,63,18,0.0
N2C3W4_Q.BPP,64,18,0.0
N2C3W4_R.BPP,57,15,0.9973049163818359
N2C3W4_S.BPP,55,13,0.9958744049072266
N2C3W4_T.BPP,61,15,0.9977817535400391
N3C1W1_A.BPP,130,25,0.9975433349609375
N3C1W1_B.BPP,138,24,0.0
N3C1W1_C.BPP,124,25,0.0
N3C1W1_D.BPP,134,26,0.0
N3C1W1_E.BPP,122,24,0.0
N3C1W1_F.BPP,133,20,0.0
N3C1W1_G.BPP,134,23,0.9973049163818359
N3C1W1_H.BPP,127,23,1.0063648223876953
N3C1W1_I.BPP,125,25,0.0
N3C1W1_J.BPP,134,26,0.0
N3C1W1_K.BPP,126,24,1.0285377502441406
N3C1W1_L.BPP,121,24,0.9675025939941406
N3C1W1_M.BPP,131,25,0.0
N3C1W1_N.BPP,116,23,0.9973049163818359
N3C1W1_O.BPP,125,27,0.9973049163818359
N3C1W1_P.BPP,134,26,0.0
N3C1W1_Q.BPP,119,21,0.0
N3C1W1_R.BPP,125,26,1.0356903076171875
N3C1W1_S.BPP,123,23,0.9601116180419922
N3C1W1_T.BPP,126,24,1.01470947265625
N3C1W2_A.BPP,151,26,0.9686946868896484
N3C1W2_B.BPP,154,28,0.0
N3C1W2_C.BPP,153,28,0.9963512420654297
N3C1W2_D.BPP,162,23,0.0
N3C1W2_E.BPP,157,25,0.0
N3C1W2_F.BPP,150,27,0.0
N3C1W2_G.BPP,155,23,0.9787082672119141
N3C1W2_H.BPP,153,24,0.0
N3C1W2_I.BPP,154,28,0.0
N3C1W2_J.BPP,151,25,1.0023117065429688
N3C1W2_K.BPP,146,26,0.0
N3C1W2_L.BPP,160,24,0.9970664978027344
N3C1W2_M.BPP,160,24,1.0001659393310547
N3C1W2_N.BPP,161,25,0.0
N3C1W2_O.BPP,154,27,0.0
N3C1W2_P.BPP,149,23,0.9973049163818359
N3C1W2_Q.BPP,157,22,0.9970664978027344
N3C1W2_R.BPP,146,23,0.0
N3C1W2_S.BPP,155,25,0.0
N3C1W2_T.BPP,161,25,0.0
N3C1W4_A.BPP,171,22,0.0
N3C1W4_B.BPP,171,22,0.0
N3C1W4_C.BPP,166,20,0.0
N3C1W4_D.BPP,170,22,0.9968280792236328
N3C1W4_E.BPP,162,20,0.0
N3C1W4_F.BPP,162,22,0.0
N3C1W4_G.BPP,169,21,1.0285377502441406
N3C1W4_H.BPP,163,22,0.0
N3C1W4_I.BPP,162,22,0.9932518005371094
N3C1W4_J.BPP,167,25,0.0
N3C1W4_K.BPP,169,22,0.0
N3C1W4_L.BPP,170,22,0.9968280792236328
N3C1W4_M.BPP,171,22,0.0
N3C1W4_N.BPP,170,22,0.0
N3C1W4_O.BPP,165,22,0.9970664978027344
N3C1W4_P.BPP,167,24,0.0
N3C1W4_Q.BPP,169,23,0.0
N3C1W4_R.BPP,169,24,0.9965896606445312
N3C1W4_S.BPP,168,23,0.9865760803222656
N3C1W4_T.BPP,168,22,0.0
N3C2W1_A.BPP,118,27,0.0
N3C2W1_B.BPP,110,28,0.9970664978027344
N3C2W1_C.BPP,114,30,0.0
N3C2W1_D.BPP,113,28,0.9973049163818359
N3C2W1_E.BPP,116,29,0.0
N3C2W1_F.BPP,119,31,0.0
N3C2W1_G.BPP,119,32,1.995086669921875
N3C2W1_H.BPP,115,28,0.0
N3C2W1_I.BPP,115,28,0.0
N3C2W1_J.BPP,117,30,0.9963512420654297
N3C2W1_K.BPP,103,26,0.0
N3C2W1_L.BPP,121,30,0.0
N3C2W1_M.BPP,116,31,0.0
N3C2W1_N.BPP,119,28,0.0
N3C2W1_O.BPP,113,31,0.0
N3C2W1_P.BPP,119,31,0.9970664978027344
N3C2W1_Q.BPP,110,28,0.0
N3C2W1_R.BPP,112,30,0.0
N3C2W1_S.BPP,117,28,0.9965896606445312
N3C2W1_T.BPP,111,28,0.0
N3C2W2_A.BPP,142,35,0.9973049163818359
N3C2W2_B.BPP,138,33,0.0
N3C2W2_C.BPP,139,35,0.0
N3C2W2_D.BPP,139,32,0.9973049163818359
N3C2W2_E.BPP,145,29,0.0
N3C2W2_F.BPP,137,31,0.0
N3C2W2_G.BPP,136,34,0.0
N3C2W2_H.BPP,148,31,1.9946098327636719
N3C2W2_I.BPP,133,31,0.0
N3C2W2_J.BPP,140,33,0.9973049163818359
N3C2W2_K.BPP,144,34,0.0
N3C2W2_L.BPP,140,35,0.0
N3C2W2_M.BPP,141,33,0.9975433349609375
N3C2W2_N.BPP,140,35,0.0
N3C2W2_O.BPP,140,33,0.0
N3C2W2_P.BPP,139,32,0.9973049163818359
N3C2W2_Q.BPP,139,34,0.9970664978027344
N3C2W2_R.BPP,141,31,0.0
N3C2W2_S.BPP,141,34,0.0
N3C2W2_T.BPP,141,34,0.9975433349609375
N3C2W4_A.BPP,147,34,0.0
N3C2W4_B.BPP,143,31,0.0
N3C2W4_C.BPP,159,27,0.0
N3C2W4_D.BPP,146,32,0.0
N3C2W4_E.BPP,144,34,0.0
N3C2W4_F.BPP,149,34,0.9975433349609375
N3C2W4_G.BPP,155,33,0.0
N3C2W4_H.BPP,147,34,0.0
N3C2W4_I.BPP,152,37,2.992391586303711
N3C2W4_J.BPP,153,33,0.9965896606445312
N3C2W4_K.BPP,150,33,0.0
N3C2W4_L.BPP,149,33,0.0
N3C2W4_M.BPP,152,32,0.9970664978027344
N3C2W4_N.BPP,148,31,0.0
N3C2W4_O.BPP,144,31,0.0
N3C2W4_P.BPP,150,28,0.9977817535400391
N3C2W4_Q.BPP,152,34,0.0
N3C2W4_R.BPP,154,31,0.0
N3C2W4_S.BPP,150,32,0.0
N3C2W4_T.BPP,152,33,0.9977817535400391
N3C3W1_A.BPP,90,24,0.0
N3C3W1_B.BPP,97,26,0.0
N3C3W1_C.BPP,97,28,0.9930133819580078
N3C3W1_D.BPP,87,24,0.0
N3C3W1_E.BPP,95,27,0.0
N3C3W1_F.BPP,93,24,0.9980201721191406
N3C3W1_G.BPP,87,22,0.0
N3C3W1_H.BPP,96,27,0.0
N3C3W1_I.BPP,94,26,0.0
N3C3W1_J.BPP,89,24,0.0
N3C3W1_K.BPP,86,23,0.9977817535400391
N3C3W1_L.BPP,96,28,0.0
N3C3W1_M.BPP,100,29,0.0
N3C3W1_N.BPP,96,27,0.9975433349609375
N3C3W1_O.BPP,91,25,0.0
N3C3W1_P.BPP,101,29,0.9922981262207031
N3C3W1_Q.BPP,102,29,0.9968280792236328
N3C3W1_R.BPP,90,24,0.9989738464355469
N3C3W1_S.BPP,90,22,0.0
N3C3W1_T.BPP,97,27,0.9973049163818359
N3C3W2_A.BPP,115,31,0.0
N3C3W2_B.BPP,112,31,0.0
N3C3W2_C.BPP,115,33,0.9779930114746094
N3C3W2_D.BPP,109,30,0.0
N3C3W2_E.BPP,108,29,0.0
N3C3W2_F.BPP,113,32,0.0
N3C3W2_G.BPP,111,30,0.0
N3C3W2_H.BPP,115,33,0.9818077087402344
N3C3W2_I.BPP,109,30,0.0
N3C3W2_J.BPP,115,32,0.9989738464355469
N3C3W2_K.BPP,118,35,0.0
N3C3W2_L.BPP,113,31,0.9973049163818359
N3C3W2_M.BPP,116,33,0.0
N3C3W2_N.BPP,104,27,0.9975433349609375
N3C3W2_O.BPP,118,36,0.0
N3C3W2_P.BPP,109,29,1.9786357879638672
N3C3W2_Q.BPP,104,28,0.0
N3C3W2_R.BPP,110,31,0.9975433349609375
N3C3W2_S.BPP,112,32,0.0
N3C3W2_T.BPP,111,32,0.0
N3C3W4_A.BPP,127,38,0.0
N3C3W4_B.BPP,122,34,0.9968280792236328
N3C3W4_C.BPP,123,35,0.0
N3C3W4_D.BPP,122,35,0.9982585906982422
N3C3W4_E.BPP,118,33,0.0
N3C3W4_F.BPP,117,33,0.949859619140625
N3C3W4_G.BPP,134,40,0.0
N3C3W4_H.BPP,118,34,0.9608268737792969
N3C3W4_I.BPP,130,38,0.0
N3C3W4_J.BPP,124,36,0.0
N3C3W4_K.BPP,123,34,0.0
N3C3W4_L.BPP,127,37,0.0
N3C3W4_M.BPP,125,37,0.9973049163818359
N3C3W4_N.BPP,120,33,0.0
N3C3W4_O.BPP,123,36,1.9948482513427734
N3C3W4_P.BPP,118,32,0.0
N3C3W4_Q.BPP,122,35,0.0
N3C3W4_R.BPP,124,37,0.0
N3C3W4_S.BPP,114,30,0.0
N3C3W4_T.BPP,117,32,0.0
N4C1W1_A.BPP,306,66,0.9982585906982422
N4C1W1_B.BPP,330,68,1.0228157043457031
N4C1W1_C.BPP,306,65,0.0
N4C1W1_D.BPP,307,61,0.0
N4C1W1_E.BPP,333,61,0.9620189666748047
N4C1W1_F.BPP,332,67,0.0
N4C1W1_G.BPP,323,64,0.0
N4C1W1_H.BPP,320,69,0.9660720825195312
N4C1W1_I.BPP,325,63,0.0
N4C1W1_J.BPP,346,58,0.0
N4C1W1_K.BPP,321,68,0.9627342224121094
N4C1W1_L.BPP,328,70,0.0
N4C1W1_M.BPP,309,63,0.0
N4C1W1_N.BPP,322,66,0.9615421295166016
N4C1W1_O.BPP,321,63,0.0
N4C1W1_P.BPP,330,59,0.9982585906982422
N4C1W1_Q.BPP,337,60,0.9701251983642578
N4C1W1_R.BPP,323,69,0.0
N4C1W1_S.BPP,324,63,0.9980201721191406
N4C1W1_T.BPP,321,65,0.9970664978027344
N4C1W2_A.BPP,382,65,0.0
N4C1W2_B.BPP,396,68,0.0
N4C1W2_C.BPP,389,70,0.9984970092773438
N4C1W2_D.BPP,392,65,0.0
N4C1W2_E.BPP,380,70,0.0
N4C1W2_F.BPP,391,70,0.9534358978271484
N4C1W2_G.BPP,377,70,0.9565353393554688
N4C1W2_H.BPP,385,70,0.0
N4C1W2_I.BPP,373,69,0.0
N4C1W2_J.BPP,380,69,0.0
N4C1W2_K.BPP,382,71,0.0
N4C1W2_L.BPP,386,70,1.0099411010742188
N4C1W2_M.BPP,391,61,0.99945068359375
N4C1W2_N.BPP,381,70,0.9961128234863281
N4C1W2_O.BPP,386,67,0.9982585906982422
N4C1W2_P.BPP,388,71,0.0
N4C1W2_Q.BPP,388,69,0.0
N4C1W2_R.BPP,386,67,0.9992122650146484
N4C1W2_S.BPP,385,73,0.0
N4C1W2_T.BPP,389,66,0.0
N4C1W4_A.BPP,423,55,1.0075569152832031
N4C1W4_B.BPP,417,68,0.9977817535400391
N4C1W4_C.BPP,421,56,0.9965896606445312
N4C1W4_D.BPP,424,65,0.9961128234863281
N4C1W4_E.BPP,428,55,0.9648799896240234
N4C1W4_F.BPP,427,58,0.9953975677490234
N4C1W4_G.BPP,421,59,0.0
N4C1W4_H.BPP,418,59,0.0
N4C1W4_I.BPP,419,60,0.9741783142089844
N4C1W4_J.BPP,428,60,0.9970664978027344
N4C1W4_K.BPP,426,55,0.0
N4C1W4_L.BPP,413,58,0.0
N4C1W4_M.BPP,420,60,0.9720325469970703
N4C1W4_N.BPP,424,61,0.9973049163818359
N4C1W4_O.BPP,416,65,0.0
N4C1W4_P.BPP,425,62,0.0
N4C1W4_Q.BPP,422,63,0.9725093841552734
N4C1W4_R.BPP,429,59,0.9958744049072266
N4C1W4_S.BPP,418,59,1.0008811950683594
N4C1W4_T.BPP,410,55,0.0
N4C2W1_A.BPP,284,74,0.0
N4C2W1_B.BPP,288,75,0.995635986328125
N4C2W1_C.BPP,289,76,2.019643783569336
N4C2W1_D.BPP,270,70,0.9963512420654297
N4C2W1_E.BPP,291,76,0.9968280792236328
N4C2W1_F.BPP,275,72,1.0004043579101562
N4C2W1_G.BPP,281,70,0.9968280792236328
N4C2W1_H.BPP,293,78,0.9975433349609375
N4C2W1_I.BPP,285,76,0.0
N4C2W1_J.BPP,273,71,0.0
N4C2W1_K.BPP,285,75,0.9958744049072266
N4C2W1_L.BPP,284,75,0.0
